interval,numdestroyed,nummigrations,energy,energytotalinterval,energypercontainerinterval,responsetime,avgresponsetime,migrationtime,avgmigrationtime,slaviolations,slaviolationspercentage,waittime
86,2,4,"[1424.5457930007447, 735.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0]",19289.545793000747,1285.969719533383,"[1748.2924081285191, 2309.006999270681]",2028.6497036996,"[0.08724144, 0.03554600000000001]",0.061393720000000006,2,100.0,"[56, 55]"
87,1,5,"[1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 1425.0, 1515.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0]",20010.0,1250.625,[976.2298227241581],976.2298227241581,[0.92064762],0.92064762,1,100.0,[57]
88,1,4,"[1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0]",19290.0,1205.625,[4525.0553498715035],4525.0553498715035,[0.8210317399999999],0.8210317399999999,1,100.0,[52]
89,1,5,"[1424.5457930007447, 1425.0, 1425.0, 735.0, 1425.0, 735.0, 735.0, 1425.0, 1515.0, 795.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0, 1515.0]",19289.545793000747,1205.5966120625467,[4010.451129975042],4010.451129975042,[0.7765047400000001],0.7765047400000001,1,100.0,[54]
90,4,9,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 795.0, 1514.4713328369323, 1515.0, 795.0, 795.0, 1515.0, 1515.0]",18569.471332836933,1160.5919583023083,"[4806.811675248874, 2984.2963657987184, 2197.8592246123794, 3811.3152556506934]",3450.0706303276665,"[0.04306133333333332, 0.17616059999999997, 2.173766106666667, 0.30618366666666674]",0.6747929266666668,4,100.0,"[53, 56, 57, 54]"
91,2,5,"[1425.0, 1425.0, 1425.0, 735.0, 1424.5457930007447, 1425.0, 1425.0, 735.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0]",19259.545793000747,1203.7216120625467,"[2070.3648187174067, 2114.0406496480914]",2092.202734182749,"[2.27065232, 0.51897472]",1.39481352,2,100.0,"[58, 58]"
92,2,4,"[1425.0, 1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 795.0, 1515.0, 1515.0]",18570.0,1238.0,"[3799.27925631936, 2470.2096756581464]",3134.7444659887533,"[1.8519918933333333, 3.042126473333333]",2.4470591833333333,2,100.0,"[57, 57]"
93,1,6,"[1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 795.0, 1515.0, 795.0]",18540.0,1158.75,[1518.0693158982288],1518.0693158982288,[0.0],0.0,1,100.0,[60]
94,1,4,"[1425.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 795.0, 1515.0, 1515.0, 795.0, 795.0, 1515.0, 795.0]",19230.0,1201.875,[2251.4005613253994],2251.4005613253994,[2.2422732666666665],2.2422732666666665,1,100.0,[60]
95,0,4,"[1424.5457930007447, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 735.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0]",18569.545793000747,1160.5966120625467,[],0.0,[],0.0,0,0.0,[]
96,1,3,"[1424.5457930007447, 1425.0, 735.0, 1425.0, 1425.0, 735.0, 1425.0, 1425.0, 795.0, 795.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0]",19259.545793000747,1283.969719533383,[1838.891001904593],1838.891001904593,[0.58337236],0.58337236,1,100.0,[62]
97,2,6,"[1425.0, 735.0, 735.0, 1425.0, 1425.0, 1425.0, 1425.0, 1425.0, 795.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0]",19980.0,1248.75,"[2406.671852301713, 6159.37382162364]",4283.022836962677,"[0.08053056, 0.23152511999999995]",0.15602783999999997,2,100.0,"[61, 54]"
98,1,4,"[1425.0, 735.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1514.4713328369323, 1515.0, 1515.0, 795.0, 1515.0, 795.0]",20009.471332836933,1250.5919583023083,[1182.60518442913],1182.60518442913,[1.1780382999999999],1.1780382999999999,1,100.0,[64]
99,0,0,"[1424.5457930007447, 735.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0]",20009.545793000747,1250.5966120625467,[],0.0,[],0.0,0,0.0,[]
100,2,3,"[1424.5457930007447, 735.0, 735.0, 1425.0, 735.0, 1425.0, 1425.0, 1425.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0]",20009.545793000747,1250.5966120625467,"[2986.8094122137554, 3661.6355899514]",3324.2225010825778,"[0.22900817333333331, 1.4831048]",0.8560564866666667,2,100.0,"[62, 60]"
101,3,6,"[1425.0, 1425.0, 735.0, 735.0, 735.0, 1425.0, 1425.0, 735.0, 1515.0, 1515.0, 1515.0, 1515.0, 1515.0, 795.0, 1515.0, 795.0]",19320.0,1207.5,"[4288.54675238534, 3107.07136060974, 684.0840627148366]",2693.234058569972,"[1.16769328, 0.35777272, 0.3521812066666666]",0.6258824022222221,3,100.0,"[60, 61, 67]"
