interval,selection,decision,schedule,schedulingtime
90,[],"[(0, 11), (1, 6), (2, 8), (3, 11), (6, 6), (7, 2)]","[(0, 11), (1, 6), (2, 4), (3, 11), (4, 10), (5, 9), (6, 6), (7, 2), (8, 0), (9, 8), (10, 3), (11, 0), (12, 14), (13, 11), (14, 7), (15, 8)]",0.011392831802368164
91,[],"[(2, 12), (5, 12), (7, 8), (8, 0), (13, 8), (14, 5)]","[(0, 3), (1, 13), (2, 12), (3, 11), (4, 10), (5, 2), (6, 6), (7, 5), (8, 0), (9, 8), (10, 3), (11, 1), (12, 4), (13, 8), (14, 15), (15, 0)]",0.01686859130859375
92,[],"[(1, 6), (7, 11), (12, 9)]","[(0, 14), (1, 8), (2, 6), (3, 4), (4, 10), (5, 9), (6, 1), (7, 11), (8, 5), (9, 2), (10, 3), (11, 7), (12, 0), (13, 8), (14, 15), (15, 0)]",0.010606050491333008
93,[],"[(0, 3), (1, 6), (2, 3), (3, 12), (4, 2), (5, 14), (6, 14), (7, 10), (8, 0), (9, 8), (10, 7), (13, 15)]","[(0, 3), (1, 8), (2, 4), (3, 2), (4, 10), (5, 7), (6, 13), (7, 9), (8, 3), (9, 0), (10, 1), (11, 5), (12, 0), (13, 15), (14, 10), (15, 12)]",0.01578378677368164
94,[],"[(1, 6), (2, 10), (3, 11), (4, 2), (6, 7), (7, 0), (8, 0), (9, 8), (10, 3), (11, 4), (12, 9), (14, 5), (15, 15)]","[(0, 3), (1, 8), (2, 0), (3, 12), (4, 10), (5, 2), (6, 7), (7, 4), (8, 14), (9, 6), (10, 11), (11, 1), (12, 9), (13, 8), (14, 5), (15, 15)]",0.011078596115112305
95,[],"[(1, 6), (2, 10), (5, 4), (6, 6), (7, 1), (9, 6), (10, 15), (13, 15)]","[(0, 0), (1, 3), (2, 6), (3, 8), (4, 5), (5, 13), (None, None), (7, 1), (8, 9), (9, 6), (10, 15), (11, 7), (12, 4), (13, 15), (14, 2), (15, 10)]",0.015602588653564453
96,[],"[(1, 6), (2, 10), (3, 11), (6, 9), (8, 11), (11, 1), (12, 9)]","[(0, 7), (1, 11), (2, 10), (3, 11), (4, 14), (5, 15), (6, 9), (7, 8), (None, None), (9, 6), (10, 0), (11, 1), (12, 12), (13, 15), (14, 9), (15, 6)]",0.011605024337768555
97,[],"[(0, 3), (5, 4), (8, 4), (10, 3), (12, 14), (14, 15)]","[(0, 3), (1, 11), (2, 10), (3, 11), (4, 13), (5, 4), (6, 9), (7, 8), (8, 4), (9, 6), (10, 3), (11, 0), (12, 5), (13, 15), (14, 15), (15, 2)]",0.011141538619995117
98,[],"[(0, 8), (1, 6), (4, 2), (12, 14)]","[(None, None), (1, 14), (2, 13), (3, 11), (4, 2), (5, 4), (6, 12), (7, 7), (8, 4), (9, 1), (10, 3), (11, 0), (12, 14), (13, 15), (14, 0), (15, 2)]",0.011191606521606445
99,[],"[(0, 11), (1, 6), (6, 9), (7, 8), (14, 5)]","[(None, None), (1, 6), (2, 13), (3, 9), (4, 2), (5, 4), (6, 10), (7, 8), (8, 8), (9, 1), (10, 7), (11, 0), (12, 1), (13, 2), (14, 5), (15, 6)]",0.020848512649536133
100,[],"[(0, 15), (5, 4), (6, 14), (8, 0), (12, 14), (13, 15)]","[(0, 15), (1, 6), (2, 13), (3, 9), (4, 11), (5, 4), (6, 14), (7, 8), (8, 0), (9, 1), (10, 14), (11, 3), (12, 4), (13, 2), (14, 12), (15, 6)]",0.01602649688720703
101,[],"[(4, 10), (6, 9), (9, 8), (11, 4), (12, 9), (13, 6), (14, 5)]","[(0, 15), (1, 6), (2, 3), (3, 0), (4, 10), (5, 4), (6, 9), (7, 10), (8, 1), (9, 8), (10, 4), (11, 4), (12, 9), (13, 2), (14, 12), (15, 7)]",0.0442805290222168
